reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
8927b184-8e7b-4826-a248-eb567859ade4,Kongg Kong,https://play-lh.googleusercontent.com/a-/ALV-UjX9hXlL3IwzW8rEVarEij8Sf-1AeAdoGozgtWReJxf_jew,"Tiền ship đồ ăn tăng vớ vẩn, vô tổ chức. Ở đâu ra mà nhà hàng cách có hơn 1km so với địa điểm giao mà phí ship 48k??? Bố đời à.",1,0,4.84.1,2024-03-20 12:33:38,,,4.84.1
bef63f28-b283-4da5-a0f2-a9facb7beef9,Martina Kristanti,https://play-lh.googleusercontent.com/a-/ALV-UjXSU6vzVRP57SYB0L_trYpS_Er6GkWQWxf0erUZcq2NJ4w,BAD CUSTOMER SERVICE. Order gofood and get expired and smelly food (makanan basi). CS close ticket without giving any solution.,1,0,4.84.1,2024-03-20 11:50:27,"Hi Martina, we're sorry for the inconvenience. If you still have a problem, please report it to us via email to customerservice@gojek.com by attaching psr-24-0080-0403-01353 code as the email subject and write your previous ticket number in the email you send. We are waiting for your detailed report. ^Tria",2024-03-20 12:03:14,4.84.1
fad43ae2-8497-43fb-98f7-dcd84cfcebf9,Hooomaannn,https://play-lh.googleusercontent.com/a-/ALV-UjVzffBmTrM1D9ZWtmib97wR-rnI0wkM-sgNHsaHRDxMPQ8,Lokasi melenceng terus,4,0,4.84.1,2024-03-20 11:47:24,,,4.84.1
9aeb7edf-a43c-4d06-9f21-cd557dc3152f,Ce Yung Goe,https://play-lh.googleusercontent.com/a/ACg8ocKo0lzz5zZtWz3ZSLySJRLpIzbdxhW6yqNKnPoMW_Ef=mo,Good service. Great food discount promo.,5,0,4.83.1,2024-03-20 11:19:39,,,4.83.1
412f8335-6f81-47b5-aeae-a23edd15fc4c,marozz urpon,https://play-lh.googleusercontent.com/a-/ALV-UjVxQfK5zVoh9EK0Vdg9sS5hNNJ6fsgPN3-Xjg5q4hXSjGI,Good,4,0,4.84.1,2024-03-20 10:53:45,,,4.84.1
77dbd34f-f8d2-442f-8ec7-0570af4bf53b,Qayl,https://play-lh.googleusercontent.com/a-/ALV-UjVckxjM-VqZ3Giq1X9Y8_PnUqyFRIP7xU3fuEh-jJqSDw,One of the best ridehailing service comparing to Grab...,5,0,,2024-03-20 10:48:11,,,
b9a21b68-a7c2-4b6c-973f-4aae78320de4,Jeffry KZbro,https://play-lh.googleusercontent.com/a-/ALV-UjURxpfKbkOPYgDODyCj0-vfO81POpqL8ag0aeOjcR2Ox0c,"Sudah baik, tp belum sempurna",4,0,4.84.1,2024-03-20 10:37:04,,,4.84.1
49ad7ec8-7053-4300-929a-acef0b6058c8,Kukuh Abu Yumnaa,https://play-lh.googleusercontent.com/a-/ALV-UjUeDxYZ3Adhjb4jBLvvw_uJOOqAnvG-sKre7L3pda0ksDU,The most of drivers are on time,5,0,4.84.1,2024-03-20 09:30:24,,,4.84.1
c9fcf8c6-ad21-47b6-ab43-c3d14cdba76e,Rei,https://play-lh.googleusercontent.com/a/ACg8ocKzFTqIAERJfcs2naqmtJQx6IQDhas_74HwEFyymLdNoQ=mo,"20 Maret 2024.. lebih dari 40 menit mencari driver gocar & ga dapet² juga sampai skrg, padahal di map app banyak driver nganggur. Belum bisa diandalin buat antar anak² ke sekolah.. butuh app lain",1,0,4.84.1,2024-03-20 08:02:59,"Mohon maaf atas kendalanya, Kak Rei. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Tria",2024-03-20 11:57:16,4.84.1
f75a21b9-6059-45ac-a5c1-e35b1f15b028,Delvia Dwi Septiani,https://play-lh.googleusercontent.com/a-/ALV-UjXTi9u4t9EyXe_4jDadxgkyJ5YjRmXbzyp8vaO6Utc97Sc,"Susah nyangkut driver car pas pagi-pagi, udah 15 menit gaada yang mau ambil, huh payah.",1,0,4.84.1,2024-03-20 08:01:20,"Mohon maaf atas kendalanya, Kak Delvia. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Tria",2024-03-20 11:56:19,4.84.1
